fname,filtered_sound,mfcc
normal_noisynormal_178_1307989887769_B1.wav,"[ 0.00507176  0.00612414  0.00713402 ... -0.01331281 -0.01217519
 -0.01097946]","[[-4.25510757e+02 -4.19901832e+02 -4.06109728e+02 -3.88244493e+02
  -3.75656755e+02 -3.76435219e+02 -3.87972891e+02 -3.76214168e+02
  -3.70932673e+02 -3.86621564e+02 -4.08163940e+02 -4.12362979e+02
  -4.13096493e+02 -4.18478184e+02 -4.16524655e+02 -3.45325320e+02
  -3.17275492e+02 -3.31987957e+02 -3.70938219e+02 -3.58381702e+02
  -3.25171388e+02 -3.08677297e+02 -3.00210280e+02 -2.66197772e+02
  -2.55561826e+02 -2.75203244e+02 -2.85902397e+02 -2.79734434e+02
  -2.87351904e+02 -2.95263885e+02 -2.97087237e+02 -3.07353186e+02
  -3.23340433e+02 -3.39978722e+02 -3.50082863e+02 -3.56029736e+02
  -3.61357452e+02 -3.62222667e+02 -3.71400199e+02 -3.84878044e+02
  -3.88553262e+02 -3.32182947e+02 -3.14692471e+02 -3.38730475e+02
  -3.89880756e+02 -3.95755908e+02 -3.88340962e+02 -3.71645357e+02
  -3.52844909e+02 -3.39255365e+02 -3.24214830e+02 -3.22285385e+02
  -3.25574173e+02 -3.15173716e+02 -3.06392383e+02 -3.00635109e+02
  -3.02436617e+02 -3.19940645e+02 -3.51940125e+02 -3.63839727e+02
  -3.62066888e+02 -3.63964118e+02 -3.62738657e+02 -3.60708983e+02
  -3.57842544e+02 -3.61703791e+02 -3.35658602e+02 -3.09268408e+02
  -3.08269350e+02 -3.30111854e+02 -3.59484976e+02 -3.76540977e+02
  -3.94665625e+02]
 [ 9.82174005e+01  1.06133144e+02  1.24580193e+02  1.47124110e+02
   1.58863433e+02  1.54891668e+02  1.43771153e+02  1.57316276e+02
   1.61846919e+02  1.44234448e+02  1.21826131e+02  1.16360962e+02
   1.15111404e+02  1.08599767e+02  1.10849971e+02  1.98421558e+02
   2.28554389e+02  2.11604579e+02  1.64603373e+02  1.75653426e+02
   2.06307712e+02  2.21686310e+02  2.25810423e+02  2.60172307e+02
   2.71265350e+02  2.52186905e+02  2.40676941e+02  2.50756441e+02
   2.43420239e+02  2.33950116e+02  2.32404039e+02  2.23169631e+02
   2.05590823e+02  1.89159546e+02  1.78783989e+02  1.72492661e+02
   1.66981487e+02  1.65336854e+02  1.55863062e+02  1.45209069e+02
   1.43816501e+02  2.09939729e+02  2.29526630e+02  2.03504060e+02
   1.42836360e+02  1.32721657e+02  1.40124210e+02  1.57787278e+02
   1.77444355e+02  1.91203610e+02  2.05982947e+02  2.06084003e+02
   2.01452638e+02  2.12248601e+02  2.22747023e+02  2.29781421e+02
   2.28131554e+02  2.08831996e+02  1.77173363e+02  1.68023274e+02
   1.70583875e+02  1.69933167e+02  1.73888666e+02  1.77743295e+02
   1.78918500e+02  1.72258431e+02  2.01662977e+02  2.31344341e+02
   2.30707004e+02  2.05528190e+02  1.71246479e+02  1.53670717e+02
   1.32292194e+02]
 [ 6.41017060e+01  7.16118093e+01  8.66159084e+01  1.02476764e+02
   1.01299120e+02  9.11324879e+01  9.07663563e+01  9.73784417e+01
   9.63482538e+01  8.91983434e+01  8.42004583e+01  7.98699486e+01
   7.81921609e+01  7.41602420e+01  7.50553547e+01  1.30461569e+02
   1.39891718e+02  1.31797135e+02  1.03683754e+02  1.00268216e+02
   9.72430883e+01  9.64932261e+01  8.60207040e+01  9.30106913e+01
   9.64896108e+01  9.35483511e+01  8.97389433e+01  1.01806016e+02
   1.01168428e+02  9.64185062e+01  9.72098882e+01  9.75807615e+01
   8.97498240e+01  8.81408694e+01  8.65464690e+01  8.48065542e+01
   8.37150397e+01  8.07967384e+01  7.86800595e+01  8.60799377e+01
   9.30122941e+01  1.28181421e+02  1.36295518e+02  1.27341190e+02
   9.40082227e+01  8.02020061e+01  8.06624834e+01  8.53232983e+01
   8.95887290e+01  9.14361422e+01  9.29148393e+01  8.86772296e+01
   8.38421447e+01  8.64895003e+01  9.36621462e+01  9.89149178e+01
   9.87998541e+01  9.07188833e+01  8.69999398e+01  9.31385020e+01
   9.56603094e+01  9.92487065e+01  1.07323304e+02  1.12694576e+02
   1.07935673e+02  9.94792240e+01  1.13203256e+02  1.26353123e+02
   1.22450217e+02  1.09983926e+02  9.09638655e+01  8.72449079e+01
   7.77950264e+01]
 [ 2.89754821e+01  3.49690385e+01  4.42789658e+01  5.29555538e+01
   4.27426666e+01  2.80982835e+01  3.42538494e+01  3.48726507e+01
   3.18594494e+01  3.41643646e+01  4.20346565e+01  3.88217281e+01
   3.69600196e+01  3.50923412e+01  3.42885762e+01  5.48925806e+01
   4.86356392e+01  4.87721471e+01  3.89215565e+01  2.48027392e+01
   1.05488538e-01 -1.06069762e+01 -2.61965578e+01 -3.59570306e+01
  -3.70429900e+01 -3.24788660e+01 -3.01532062e+01 -1.89727418e+01
  -1.60724903e+01 -1.48810724e+01 -1.20159971e+01 -8.46718581e+00
  -1.12565833e+01 -2.55967636e+00  3.19517528e+00  4.79974684e+00
   7.12938771e+00  2.39097212e+00  5.23459001e+00  2.57121820e+01
   3.88934230e+01  4.64922345e+01  4.50326775e+01  4.86332506e+01
   4.16838707e+01  2.59137678e+01  2.04534899e+01  1.49847368e+01
   6.70122751e+00 -7.41533164e-01 -7.88594968e+00 -1.21787737e+01
  -1.72767745e+01 -2.02777220e+01 -1.39895993e+01 -8.78462827e+00
  -8.70105014e+00 -9.37496860e+00  4.77878820e+00  1.89618024e+01
   2.09523273e+01  2.70554785e+01  3.61743535e+01  4.10785425e+01
   3.28200804e+01  2.51222973e+01  2.81268110e+01  2.86564352e+01
   2.52076972e+01  2.35850263e+01  1.51893700e+01  2.10682974e+01
   2.63863271e+01]
 [ 8.72158353e+00  1.17822713e+01  1.50877156e+01  1.92943102e+01
   1.00407624e+01 -4.15111465e+00 -1.11727885e+00 -2.60431593e+00
  -1.63844429e+00  4.40097379e+00  1.23264449e+01  9.58487842e+00
   8.14327590e+00  7.06958516e+00  4.86602541e+00  2.40298075e+00
  -4.95866846e+00 -8.61923260e-01 -1.09322287e+00 -1.55047030e+01
  -3.66105229e+01 -4.56359338e+01 -5.20060498e+01 -6.10216690e+01
  -6.28315211e+01 -6.11282847e+01 -5.63459180e+01 -4.93407253e+01
  -4.78664051e+01 -4.24973215e+01 -3.88661633e+01 -4.05842586e+01
  -4.53703211e+01 -3.61032849e+01 -2.87598057e+01 -2.70472461e+01
  -2.42992536e+01 -3.03888054e+01 -2.81657231e+01 -8.27836386e+00
   4.52776284e+00  1.91085358e+00 -2.03569793e+00  2.53825832e+00
   8.66762008e+00 -5.06043697e+00 -1.20988069e+01 -1.88874279e+01
  -2.95639675e+01 -3.83884304e+01 -4.51401018e+01 -4.46129474e+01
  -4.85569029e+01 -5.19039323e+01 -4.41823591e+01 -3.75207921e+01
  -3.88212789e+01 -3.95749831e+01 -2.80616492e+01 -1.94185057e+01
  -1.86314622e+01 -1.42729992e+01 -9.39865832e+00 -7.30724744e+00
  -1.35657356e+01 -1.74789423e+01 -1.32666228e+01 -1.43741983e+01
  -1.30057593e+01 -1.07532958e+01 -1.91289862e+01 -1.41145001e+01
  -6.59371556e-01]
 [ 6.45454606e+00  5.87684753e+00  6.04976028e+00  9.58762295e+00
   7.73496631e+00 -2.09466698e+00 -8.22689278e+00 -8.99775372e+00
  -2.10241980e+00  2.60559693e+00  1.71929605e+00 -1.31596144e+00
  -1.72510531e+00 -2.98850273e+00 -5.80500203e+00 -1.56396774e+01
  -1.39699889e+01 -9.58878695e+00 -8.03753788e+00 -1.57347717e+01
  -2.10025421e+01 -2.37557593e+01 -1.71945367e+01 -2.01726316e+01
  -2.22590977e+01 -2.35866598e+01 -1.84402649e+01 -1.58737161e+01
  -1.69156197e+01 -1.10017315e+01 -7.84971698e+00 -1.53673875e+01
  -2.29658399e+01 -1.77066373e+01 -1.37878033e+01 -1.40710072e+01
  -1.28485491e+01 -1.86093841e+01 -2.01995618e+01 -1.09929162e+01
  -4.24603783e+00 -2.27683119e+00 -3.11017336e+00 -4.09519700e+00
   1.74138003e+00 -6.88507018e+00 -1.16826741e+01 -1.34959665e+01
  -1.85079292e+01 -2.31489164e+01 -2.63314201e+01 -2.18124389e+01
  -2.20491139e+01 -2.32591146e+01 -1.54186581e+01 -8.45773045e+00
  -1.09658978e+01 -1.46360465e+01 -1.52573270e+01 -1.80843161e+01
  -1.88625743e+01 -1.94172592e+01 -2.12810053e+01 -2.17852015e+01
  -2.25574327e+01 -2.27943896e+01 -1.05559064e+01 -6.12047489e+00
  -4.17833230e-02  9.86750378e-01 -1.27800929e+01 -1.49511083e+01
  -6.20211099e+00]
 [ 1.35811662e+01  1.02460937e+01  1.18642271e+01  1.71683616e+01
   2.05712355e+01  1.54190199e+01  2.43411549e+00  1.98418860e+00
   1.05963394e+01  1.29532373e+01  5.17604326e+00  1.62056226e+00
   2.53185888e+00  1.30665611e+00 -1.29159821e+00 -8.89729799e+00
   1.29710398e-02  3.76317572e+00  5.77127806e+00  3.33269912e+00
   5.52471344e+00  4.78181080e+00  1.55792586e+01  1.40145298e+01
   1.15283203e+01  1.13782045e+01  1.58342304e+01  1.62996437e+01
   1.54512807e+01  1.97817375e+01  2.19248705e+01  1.47702647e+01
   9.12206351e+00  1.27943288e+01  1.23961260e+01  1.05956576e+01
   1.11686396e+01  7.60117548e+00  3.55233506e+00  2.04072187e+00
   2.03618347e+00  1.03604297e+01  1.30702633e+01  9.92982839e+00
   1.10073145e+01  7.43063895e+00  5.67496080e+00  8.16971261e+00
   8.99291366e+00  8.08560911e+00  4.50730304e+00  7.25753766e+00
   1.16473527e+01  1.14216709e+01  1.65349058e+01  2.12450747e+01
   1.91981558e+01  1.54787185e+01  9.17490012e+00  8.32353076e-01
  -1.23168655e+00 -6.08660114e+00 -1.22592982e+01 -1.24098590e+01
  -8.98607085e+00 -9.05142647e+00  7.34621936e+00  1.59044610e+01
   2.25824468e+01  2.19728191e+01  6.06518879e+00 -7.29468007e-01
  -4.16347801e+00]
 [ 1.89152697e+01  1.52381093e+01  2.09825972e+01  2.79298003e+01
   2.98400301e+01  2.71491408e+01  1.45219252e+01  1.22336467e+01
   1.63274835e+01  1.83328059e+01  1.22419094e+01  8.78139112e+00
   1.08525656e+01  1.06244871e+01  8.63227826e+00  3.98310248e+00
   1.13952189e+01  1.51418298e+01  2.08677750e+01  1.78155732e+01
   1.38683002e+01  1.04084549e+01  1.58181255e+01  1.43704557e+01
   1.33584901e+01  1.31667950e+01  1.52610369e+01  1.54585281e+01
   1.68509824e+01  2.10030618e+01  2.23520499e+01  1.95081413e+01
   1.84500550e+01  2.33747487e+01  2.09445225e+01  1.92760836e+01
   2.17743704e+01  2.08827052e+01  1.73911211e+01  1.15650445e+01
   8.65690667e+00  1.54018319e+01  1.88631663e+01  2.06850850e+01
   2.06488681e+01  1.95971315e+01  1.92592641e+01  2.14526100e+01
   2.27901837e+01  2.20638283e+01  1.43954936e+01  1.13196871e+01
   1.76321649e+01  1.72048217e+01  1.98804944e+01  2.16882380e+01
   2.11963764e+01  2.02375120e+01  1.74616452e+01  1.28625084e+01
   1.02646580e+01  4.98194930e+00 -8.15122867e-01  2.03639526e+00
   5.49058716e+00  2.15788059e+00  1.36925040e+01  2.07845395e+01
   2.50712511e+01  2.44481908e+01  1.20126448e+01  7.51039078e+00
  -2.97592896e+00]
 [ 1.71145096e+01  1.58834716e+01  2.41142986e+01  3.06613847e+01
   2.77858067e+01  2.57530914e+01  1.82747963e+01  1.32066999e+01
   1.03736266e+01  1.37485485e+01  1.50885397e+01  1.28172123e+01
   1.55143184e+01  1.68091682e+01  1.51854156e+01  9.80593722e+00
   1.04285499e+01  1.42425203e+01  2.53638884e+01  1.89785630e+01
   6.88080414e+00  1.54299349e+00  4.13798972e-01  2.91813841e+00
   4.08434809e+00  1.87723952e-01 -9.05325181e-01 -1.16946039e+00
   1.41909143e+00  8.30899781e+00  9.64545746e+00  8.92270983e+00
   9.11547859e+00  1.36769177e+01  1.13403325e+01  1.02874500e+01
   1.61829022e+01  1.65590633e+01  1.43851875e+01  9.73010333e+00
   8.49590067e+00  6.82510355e+00  9.23860284e+00  1.78296465e+01
   2.12818387e+01  2.02480523e+01  1.94855332e+01  1.88817494e+01
   1.67415286e+01  1.44674481e+01  4.84460382e+00 -2.24285114e+00
   1.64362499e+00  2.21519590e+00  6.17945252e+00  7.06965354e+00
   7.50918734e+00  8.10705530e+00  8.77129320e+00  1.03136628e+01
   7.82693355e+00  6.07277248e+00  3.18344292e+00  8.39997970e+00
   9.06674046e+00  2.43927327e+00  4.57885601e+00  7.30716635e+00
   1.03903237e+01  1.01753813e+01  2.10990645e+00  3.50055416e+00
  -2.90187407e+00]
 [ 1.01606772e+01  1.29542874e+01  1.91459309e+01  2.31256570e+01
   1.91597647e+01  1.79892487e+01  1.42912453e+01  7.87920831e+00
   1.22099278e+00  5.59572392e+00  1.24090034e+01  1.20828829e+01
   1.46629347e+01  1.68991930e+01  1.50624145e+01  6.97982773e+00
   3.58368747e+00  6.70721775e+00  1.99121469e+01  1.32558701e+01
   1.86104712e+00 -2.01857271e+00 -4.47811365e+00  1.77411667e+00
   2.09499289e+00 -3.25205566e+00 -5.26763635e+00 -6.81646134e+00
  -5.13971437e+00  5.19248364e+00  7.52354137e+00  5.45715344e+00
   2.12047205e+00  2.99150043e+00  9.24615704e-01 -7.89855767e-01
   7.07600218e+00  6.69694716e+00  4.02598793e+00  2.01818066e+00
   4.25895362e+00 -5.04205268e+00 -2.85785340e+00  7.33240675e+00
   1.44369073e+01  1.28054131e+01  1.08577453e+01  9.43377629e+00
   5.05697902e+00  2.53140894e+00 -3.99749715e+00 -1.02761117e+01
  -1.05894830e+01 -7.04459469e+00  4.79269834e-01  2.16328519e+00
   2.26458563e+00  1.74818812e+00 -6.89312392e-01  2.01632848e+00
  -3.07014193e-01  2.45802575e+00  1.17499689e+00  5.21116003e+00
   3.89040160e+00 -2.91119688e+00 -6.50282326e+00 -6.59692865e+00
  -1.98267121e+00 -2.44635959e+00 -9.65163084e+00 -4.75620671e+00
  -2.56704370e+00]
 [ 2.90066424e+00  9.19026982e+00  1.02099631e+01  1.09528327e+01
   1.23305648e+01  1.32116619e+01  8.42078651e+00  2.82156821e+00
  -2.53681272e+00  1.36324559e+00  7.60419530e+00  9.02635383e+00
   1.07377144e+01  1.25845023e+01  1.01347208e+01  1.50717259e+00
   3.33203299e-01  2.46348388e+00  1.20354309e+01  9.52601675e+00
   5.25783265e+00  3.04404206e+00  3.26213864e+00  6.80612800e+00
   3.71224298e+00  2.89125277e+00  3.47700162e+00  8.54573600e-01
   1.25736892e+00  1.27700309e+01  1.65322985e+01  1.33806817e+01
   6.25755007e+00  3.60181944e+00  1.23842812e+00 -2.50356756e+00
   3.87012463e+00  1.99787721e+00 -2.34022983e+00 -2.17703470e+00
   1.95696205e+00 -9.02106510e+00 -5.57936608e+00  4.62018665e-01
   7.56483720e+00  6.35734841e+00  3.20415831e+00  4.34529495e+00
   1.93400005e+00  5.56964044e-01 -1.29039573e+00 -4.42799110e+00
  -6.64955021e+00 -6.49030508e-02  8.41091246e+00  9.75389062e+00
   9.17387401e+00  7.74210311e+00 -2.06402212e-01 -9.05605100e-01
  -3.51161417e+00  1.36252108e+00 -1.21255742e+00 -1.40428465e+00
  -1.80454152e+00 -5.68507968e+00 -7.91008737e+00 -8.29458060e+00
  -2.26913313e+00 -2.68751222e+00 -1.11980012e+01 -7.43323446e+00
  -2.24868191e+00]
 [-1.68792083e+00  5.89305815e+00  3.11228464e+00  1.81821717e+00
   1.06259397e+01  1.37417196e+01  4.75614697e+00  5.23364696e-01
  -8.61054833e-01  1.89424788e+00  4.29680073e+00  6.47094470e+00
   6.80652573e+00  7.11328573e+00  4.16076986e+00 -9.07893706e-01
   2.60260186e+00  4.44971269e+00  7.49912504e+00  9.23432217e+00
   8.81832509e+00  5.81288805e+00  8.68112101e+00  5.60419746e+00
   1.63139984e+00  6.00739656e+00  9.57612310e+00  6.84608913e+00
   7.35955443e+00  1.77188550e+01  2.19041837e+01  1.98008003e+01
   1.26752839e+01  1.00987895e+01  7.97811563e+00  2.71482634e+00
   4.84892359e+00  2.63478784e+00 -1.41880748e+00  6.97495113e-01
   3.72449664e+00 -4.04629909e+00  4.14126692e-01  2.08961838e+00
   5.80160250e+00  6.00629619e+00  1.73488787e+00  6.06603388e+00
   7.70938994e+00  6.47995063e+00  6.30731850e+00  4.84472448e+00
   4.05514641e+00  1.17889633e+01  1.66518887e+01  1.50703965e+01
   1.43391847e+01  1.46723988e+01  6.03916057e+00  3.35436668e+00
   1.66496996e-01  3.61969209e+00 -1.45337934e+00 -5.55892933e+00
  -3.25484275e+00 -3.60772360e+00 -8.84959975e-01 -1.15783879e+00
   3.04360760e+00  4.15548028e+00 -3.34443612e+00 -2.83282256e+00
  -2.11219672e+00]
 [-3.47694738e+00  2.89996710e+00  1.10213231e+00 -1.63896216e-01
   1.13281984e+01  1.52573683e+01  3.17484993e+00 -1.08818662e+00
   5.51805778e-01  2.78013273e+00  3.36123104e+00  5.33113820e+00
   4.28687355e+00  2.77364588e+00 -1.95253164e-01  6.81521273e-01
   5.69591666e+00  7.89027071e+00  6.51495193e+00  7.92927056e+00
   4.72672208e+00  7.12163831e-01  4.84858138e+00 -1.14909448e+00
  -1.71286986e+00  3.04076720e+00  6.26040712e+00  3.95185383e+00
   5.83014525e+00  1.50081234e+01  1.73837238e+01  1.59540212e+01
   1.14090526e+01  1.11731954e+01  1.05938599e+01  6.21136012e+00
   4.30661571e+00  3.50500689e+00  3.30903151e+00  6.74501216e+00
   6.64021706e+00  3.10185097e+00  6.70881998e+00  8.24227430e+00
   8.04392163e+00  9.42024276e+00  4.54400371e+00  9.44463365e+00
   1.28611026e+01  9.65655857e+00  8.40154486e+00  6.71144788e+00
   7.98680427e+00  1.49987060e+01  1.52531709e+01  1.03633165e+01
   9.64628208e+00  1.26549125e+01  8.34922026e+00  8.28437909e+00
   4.95725179e+00  5.17853813e+00 -9.66142937e-01 -5.84465309e+00
  -1.77899716e+00 -8.44105762e-02  5.63160167e+00  4.37170026e+00
   4.39752791e+00  7.72335468e+00  5.01870758e+00  3.43968703e+00
  -1.41619770e+00]]"
normal_noisynormal_181_1308052613891_A.wav,"[-0.00275837 -0.00398139 -0.00518856 ...  0.01430596  0.01187573
  0.00939329]","[[-500.05156494 -492.84381424 -491.10474728 ... -459.26812435
  -479.31561591 -465.00962992]
 [ 162.05194902  174.41791221  178.18691596 ...  213.71946173
   188.08519937  170.77240668]
 [  87.90353548  100.97898567  106.80785807 ...  121.70763946
   103.47796297   56.70752049]
 ...
 [  -2.60631662   -4.20458487   -0.61962295 ...   -4.0916941
    -1.67977971   -1.59819953]
 [  -8.34880348   -4.68639194   -1.49309991 ...    1.21305758
     2.47421081   -0.56376988]
 [  -8.31654872   -2.10595886    2.86837874 ...    4.59284002
     4.70327834    2.41386042]]"
normal_noisynormal_182_1308053371395_B.wav,"[ 0.01243935  0.01386098  0.01530144 ... -0.03812017 -0.03419012
 -0.03016974]","[[-4.01831831e+02 -3.88806577e+02 -3.86609069e+02 ... -3.39489125e+02
  -3.39739889e+02 -3.28946385e+02]
 [ 1.15964651e+02  1.32998697e+02  1.36314162e+02 ...  1.93377448e+02
   1.88167165e+02  1.69676062e+02]
 [ 7.06262959e+01  8.15425145e+01  8.50739743e+01 ...  1.18854940e+02
   1.05303816e+02  6.48420120e+01]
 ...
 [ 9.60886911e+00  5.54607469e+00 -2.37502906e-01 ...  1.31124122e+00
   5.49410995e+00  6.43995003e+00]
 [ 7.84345821e+00  5.46486698e+00 -5.64514674e-01 ...  2.17947777e+00
   2.54509860e+00  1.78979628e+00]
 [ 6.09382924e+00  5.31194829e+00  1.77859369e+00 ...  5.88200480e+00
   4.28797121e+00  1.61401837e+00]]"
normal_noisynormal_188_1308074301731_A.wav,"[ 0.00977942  0.00885784  0.00800422 ... -0.01002229 -0.01015233
 -0.01032332]","[[-3.40284759e+02 -3.26523264e+02 -3.17357895e+02 ... -3.26906879e+02
  -3.20806747e+02 -3.22953678e+02]
 [ 1.05699172e+02  1.22262149e+02  1.32416022e+02 ...  1.21659045e+02
   1.29413402e+02  1.25617295e+02]
 [ 7.42995243e+01  8.37269875e+01  8.72572331e+01 ...  8.32246191e+01
   8.86784390e+01  8.31969478e+01]
 ...
 [-5.79599730e-01 -9.51387332e-01 -3.64496050e+00 ... -4.15233443e+00
  -5.51159127e+00 -5.05926067e+00]
 [-3.88110067e+00 -2.92762218e+00 -6.28373393e+00 ... -3.42136511e+00
  -3.69173313e+00 -2.27516470e+00]
 [-5.36510257e+00 -2.58094161e+00 -5.12937570e+00 ... -3.19709926e-01
   2.93658939e-01  2.19169691e+00]]"
normal_noisynormal_189_1308075231945_A1.wav,[0.01299137 0.01249629 0.01201738 ... 0.00887273 0.00921996 0.00959422],"[[-404.93800214 -395.66807651 -389.77448863 ... -417.40974661
  -417.84152277 -415.11894169]
 [ 138.89842986  159.30513321  167.65624364 ...  139.92629636
   139.52785726  139.19741401]
 [  66.83707096   87.80693637   95.21524839 ...   92.4912359
    92.85402698   85.95301465]
 ...
 [  13.36753426    7.77832392    3.58679941 ...    4.68216193
     8.39556077   12.15842646]
 [  12.83814709    9.69752647    4.4584463  ...    4.41860939
     6.73234171    8.08207052]
 [   8.9353423     8.01615726    4.90800277 ...    5.74695818
     5.0422291     2.51846631]]"
normal_noisynormal_194_1308139824187_C.wav,"[-0.00633823 -0.0085791  -0.01074964 ...  0.07338121  0.06398878
  0.05436768]","[[-4.10447876e+02 -4.07974585e+02 -4.07560118e+02 ... -3.58814609e+02
  -3.63951941e+02 -3.25412460e+02]
 [ 1.22954129e+02  1.27840127e+02  1.30436920e+02 ...  1.84607753e+02
   1.76822182e+02  1.69690626e+02]
 [ 7.26969289e+01  7.97493894e+01  8.57983265e+01 ...  1.06833755e+02
   9.67670305e+01  5.44505519e+01]
 ...
 [-5.14972400e-01  8.22536635e-01  7.18232279e+00 ...  4.67930181e+00
   2.15370979e+00  7.80428228e+00]
 [-4.78100399e-01  7.50972979e-02  4.32196448e+00 ...  8.95589088e-01
  -4.20029965e+00  4.09218638e-02]
 [-2.75530282e-02  1.72553448e+00  4.63819640e+00 ... -3.94769151e-01
  -4.68917355e+00 -5.24182127e+00]]"
normal_noisynormal_198_1308141739338_D.wav,"[-0.00389861 -0.00333744 -0.0027819  ...  0.01557947  0.01503992
  0.01455222]","[[-4.38987271e+02 -4.28287207e+02 -4.46067043e+02 ... -4.38646531e+02
  -4.35875902e+02 -4.27077827e+02]
 [ 1.49683014e+02  1.61228662e+02  1.40787714e+02 ...  1.50113919e+02
   1.53621261e+02  1.56157550e+02]
 [ 9.24839841e+01  9.65699015e+01  8.74432609e+01 ...  9.37037798e+01
   9.60510966e+01  8.69481789e+01]
 ...
 [ 4.99542799e+00  4.12064849e+00  4.49512360e+00 ...  2.45869183e+00
   4.41226378e+00  8.88880049e+00]
 [ 2.50624639e+00  4.23167326e+00  4.30783404e+00 ...  8.02422402e-01
   1.58397560e-01  3.20122738e+00]
 [ 2.23373650e+00  5.20392130e+00  5.42101480e+00 ...  1.98655256e+00
  -2.08167319e+00 -1.75553964e+00]]"
normal_noisynormal_207_1308159792607_D.wav,"[-0.00181888 -0.0021596  -0.00251874 ...  0.0049158   0.00362367
  0.00228621]","[[-4.77047506e+02 -4.57490857e+02 -4.48177458e+02 ... -4.53429190e+02
  -4.46072404e+02 -4.47702305e+02]
 [ 1.32578835e+02  1.55224310e+02  1.65646648e+02 ...  1.57457099e+02
   1.65039002e+02  1.61380201e+02]
 [ 7.13749255e+01  8.32173227e+01  8.71401399e+01 ...  7.77437879e+01
   7.92545032e+01  7.34500715e+01]
 ...
 [ 7.28630452e+00  9.73844278e-01 -3.79290947e+00 ...  2.04331318e-01
   4.76894185e+00  4.96563183e+00]
 [ 9.49131117e+00  6.22531854e+00  1.59491637e+00 ...  5.46689068e+00
   9.61773106e+00  7.19572434e+00]
 [ 8.76135553e+00  6.87840332e+00  4.64456610e+00 ...  7.15208980e+00
   8.45454464e+00  5.42373338e+00]]"
normal_noisynormal_216_1308245839516_D.wav,"[ 0.00544548  0.00396541  0.00246103 ... -0.02507928 -0.02155574
 -0.01793714]","[[-4.48444054e+02 -4.41014273e+02 -4.40510704e+02 ... -3.75693736e+02
  -4.01259555e+02 -4.11755440e+02]
 [ 1.39427433e+02  1.53388399e+02  1.56326260e+02 ...  2.25286384e+02
   2.02920016e+02  1.77567545e+02]
 [ 7.29783250e+01  8.91364623e+01  9.65276628e+01 ...  1.16259425e+02
   1.21729470e+02  8.95300793e+01]
 ...
 [ 1.89417773e+00  3.16255666e+00  6.59137220e+00 ... -7.66114370e+00
  -2.81820075e+00  5.30981336e+00]
 [-2.11830685e+00  1.86951782e+00  4.62073145e+00 ...  6.95514825e+00
  -3.99373347e+00  3.08930743e+00]
 [-1.96588205e-03  4.84198892e+00  7.09128622e+00 ...  1.51714760e+01
   1.35738670e-01  1.89263416e+00]]"
normal_noisynormal_234_1308748855534_B.wav,[0.01259415 0.01624047 0.0198999  ... 0.00106229 0.00089873 0.00071022],"[[-3.89804260e+02 -3.88106333e+02 -3.95369708e+02 ... -3.94212565e+02
  -3.91468396e+02 -4.00651405e+02]
 [ 1.28485567e+02  1.32155287e+02  1.25231634e+02 ...  1.24490261e+02
   1.26532852e+02  1.16661483e+02]
 [ 7.62004504e+01  8.03119409e+01  8.07371299e+01 ...  7.59991928e+01
   7.42359399e+01  7.09611772e+01]
 ...
 [ 6.25575211e+00  5.94956031e+00  9.94107011e+00 ... -2.01626221e+00
   2.36149034e+00  1.19370326e+01]
 [ 9.72053937e-01  3.94999763e+00  6.16514033e+00 ... -4.13403680e+00
  -3.69345426e-02  8.17066403e+00]
 [ 1.80486762e+00  4.15724465e+00  4.94832649e+00 ... -2.58836818e+00
  -6.63995586e-01  4.34658666e+00]]"
normal_noisynormal_246_1309199278902_D.wav,"[-0.0167115  -0.0171859  -0.01761486 ...  0.00136413  0.00161648
  0.00193286]","[[-3.83877957e+02 -3.65427651e+02 -3.57288907e+02 ... -3.88736903e+02
  -3.84428097e+02 -3.87271189e+02]
 [ 1.31935163e+02  1.60152558e+02  1.66821692e+02 ...  1.34815575e+02
   1.38485083e+02  1.33542862e+02]
 [ 6.19455890e+01  8.28035870e+01  7.90421506e+01 ...  7.31543619e+01
   7.18513260e+01  6.51891914e+01]
 ...
 [ 1.33551744e+01  9.42304719e+00  6.87159781e+00 ...  7.33760369e+00
   1.85256783e+00 -3.26688770e-01]
 [ 1.06643444e+01  1.04847267e+01  1.04164264e+01 ...  9.16215940e+00
   5.56497168e+00  3.49440070e+00]
 [ 8.00523465e+00  9.67415642e+00  1.01460164e+01 ...  1.02326151e+01
   8.94847882e+00  7.14721554e+00]]"
